housing,loan,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_no job data,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_divorced,marital_married,marital_single,education,contact_No contact data,contact_cellular,contact_telephone,month,age,balance,day_of_week,duration,campaign,pdays,previous
0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,False,True,False,7,51,3463,13,371,2,166,3
1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2,False,True,False,4,58,687,30,341,2,-1,0
0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,False,True,False,8,49,737,13,100,2,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2,True,False,False,6,32,2526,20,25,8,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,True,False,False,5,55,828,30,246,1,-1,0
0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2,False,True,False,2,35,723,2,324,1,-1,0
1,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,3,True,False,False,6,45,220,18,89,4,-1,0
1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,False,True,False,7,32,1031,17,84,1,-1,0
0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,3,False,True,False,3,56,281,3,96,2,-1,0
0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2,False,True,False,8,51,234,22,735,1,-1,0
0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2,True,False,False,6,41,1309,20,28,4,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2,False,True,False,5,36,249,15,709,5,-1,0
1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2,False,True,False,2,43,370,4,257,1,-1,0
0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,False,True,False,8,32,5910,26,75,3,-1,0
0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,False,True,False,8,44,38,22,98,5,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,True,False,False,6,46,10333,9,579,4,-1,0
0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,3,False,True,False,11,33,6843,20,755,1,100,10
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0,False,True,False,5,32,1267,18,66,2,-1,0
0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1,False,True,False,11,48,7195,21,609,2,-1,0
1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,False,True,False,11,35,1224,3,187,1,-1,0
0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,False,True,False,7,34,934,18,909,3,-1,0
1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,True,False,False,5,38,119,13,568,4,-1,0
0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,2,False,False,True,10,25,3165,20,251,2,-1,0
0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,2,False,True,False,6,31,816,9,100,2,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2,False,True,False,7,49,3728,11,1060,2,-1,0
1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,False,True,False,3,26,760,4,456,2,281,5
0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2,True,False,False,5,46,781,13,152,1,-1,0
0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2,False,True,False,8,34,1553,20,200,2,-1,0
0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2,False,True,False,7,43,3,21,231,2,-1,0
1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2,True,False,False,5,27,683,9,44,3,-1,0
0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,False,True,False,9,31,877,9,209,1,92,8
0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,False,True,False,6,33,1323,1,327,1,-1,0
0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,2,False,True,False,7,25,0,8,634,1,-1,0
0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2,False,True,False,2,34,244,4,696,2,-1,0
0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,False,True,False,7,59,3540,8,165,1,-1,0
0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,3,False,True,False,7,30,146,28,310,2,-1,0
0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,3,False,True,False,4,30,398,30,554,1,6,2
1,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2,False,True,False,5,41,793,15,123,1,365,1
0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0,True,False,False,6,59,0,17,956,2,-1,0
0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2,True,False,False,6,51,1435,11,587,1,-1,0
1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2,False,True,False,2,38,1029,4,206,3,223,1
1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2,False,True,False,8,50,2218,17,711,1,-1,0
0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,False,False,True,8,55,12972,18,205,1,-1,0
0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,False,True,False,4,43,11115,23,291,1,182,3
0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2,True,False,False,6,54,1977,16,69,3,-1,0
1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,True,False,False,5,34,88,27,169,2,-1,0
1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,False,False,True,7,46,659,29,1127,11,-1,0
1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2,False,True,False,11,30,495,21,641,1,-1,0
0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,2,False,True,False,1,55,4,28,1048,1,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2,False,True,False,11,32,1520,19,493,1,-1,0
1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2,False,True,False,11,41,7870,20,48,2,-1,0
0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,3,False,True,False,6,26,12,14,563,1,181,10
1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,False,True,False,12,44,733,4,360,2,105,5
0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2,False,True,False,5,45,1831,27,275,2,-1,0
1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2,False,True,False,11,32,5560,20,330,3,-1,0
0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2,False,False,True,4,76,820,23,263,4,-1,0
0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2,True,False,False,1,38,863,6,78,1,-1,0
0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0,False,False,True,7,71,392,7,276,2,-1,0
0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,3,False,True,False,7,28,968,22,470,2,-1,0
1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2,False,True,False,11,34,2311,19,59,1,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2,False,True,False,4,48,113,16,255,2,318,5
1,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2,True,False,False,5,60,216,5,238,1,-1,0
0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,3,False,True,False,10,62,1528,15,134,2,184,1
0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3,False,True,False,5,33,1049,4,126,4,-1,0
1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,False,True,False,4,56,0,3,353,2,227,4
1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,False,True,False,7,57,246,23,322,2,-1,0
0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,False,False,True,10,64,5112,19,898,7,137,11
0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,False,True,False,7,39,50,16,147,2,-1,0
0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,2,False,True,False,4,29,314,30,465,1,-1,0
1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2,True,False,False,5,34,24,28,124,1,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2,False,True,False,4,41,1885,7,158,2,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2,False,True,False,5,30,1165,18,365,2,-1,0
0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2,False,True,False,6,39,276,9,334,2,-1,0
0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2,True,False,False,5,58,32948,29,364,2,-1,0
0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,3,False,True,False,1,47,1639,12,349,1,-1,0
1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,2,False,True,False,11,30,341,20,478,1,-1,0
1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,True,False,4,33,129,30,482,1,161,1
1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2,False,True,False,2,38,333,5,606,2,202,1
0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2,False,True,False,3,31,447,19,220,3,-1,0
0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2,False,True,False,7,61,123,7,112,2,-1,0
0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,False,True,False,8,29,464,10,317,2,518,1
0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,3,False,True,False,6,27,15161,2,74,1,120,1
1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2,False,True,False,4,31,1406,13,1091,2,-1,0
0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1,False,True,False,2,68,250,3,360,1,-1,0
0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,False,True,False,7,28,-170,10,720,2,-1,0
0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2,False,True,False,6,57,5313,3,200,1,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2,True,False,False,5,30,938,14,159,1,-1,0
1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,True,False,False,5,33,352,5,225,2,-1,0
0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,3,False,True,False,11,31,9421,25,372,1,-1,0
1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,2,True,False,False,5,28,10865,27,350,3,-1,0
0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,3,False,True,False,5,30,2666,4,781,3,89,1
0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2,True,False,False,5,58,2429,20,446,7,-1,0
0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,2,False,True,False,3,53,0,12,80,2,-1,0
0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,False,True,False,7,40,0,28,496,2,182,11
1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2,False,True,False,4,36,924,20,173,4,-1,0
0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,True,False,False,6,39,-186,18,320,3,-1,0
0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2,False,True,False,7,27,77,7,497,1,-1,0
0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,3,False,True,False,6,31,882,3,411,1,-1,0
0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,False,False,True,7,50,2678,30,1011,6,-1,0
1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,False,True,False,8,42,372,4,153,3,1,2
0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,False,True,False,10,35,611,1,305,2,121,1
1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,2,False,True,False,11,31,202,18,216,1,-1,0
0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,3,False,True,False,8,32,1512,14,133,4,-1,0
0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2,False,True,False,10,59,1,14,585,1,182,5
0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,3,False,True,False,7,52,-517,10,340,1,-1,0
1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3,False,True,False,5,25,931,11,263,2,348,4
0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2,False,True,False,8,40,56,29,77,2,-1,0
1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1,False,False,True,5,37,254,18,16,6,-1,0
1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,True,False,False,5,31,680,23,152,1,-1,0
0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2,False,True,False,5,54,2206,13,260,1,91,4
0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2,False,True,False,6,53,284,1,781,1,-1,0
1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1,False,True,False,7,57,1238,15,274,1,-1,0
1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,False,True,False,2,28,164,9,92,7,-1,0
0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,2,False,True,False,12,29,459,15,279,3,189,19
0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,False,True,False,7,24,1295,22,355,2,92,1
0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,3,False,True,False,1,29,251,29,212,1,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,True,False,False,5,53,6386,12,170,8,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2,False,False,True,5,50,372,11,21,1,-1,0
0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,3,False,True,False,8,37,298,27,183,5,-1,0
1,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2,True,False,False,5,33,75,12,94,2,-1,0
0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,True,False,False,6,38,3239,5,817,2,-1,0
0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,2,False,True,False,8,25,348,10,245,1,-1,0
0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2,False,True,False,8,33,335,11,566,7,-1,0
0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,3,False,True,False,8,30,19,4,139,1,92,5
0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,False,True,False,3,32,8866,18,278,2,-1,0
1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,False,False,True,8,54,3398,18,71,4,-1,0
0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0,True,False,False,6,38,6360,20,1409,2,-1,0
1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,True,False,False,5,43,87,7,328,2,-1,0
0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,False,True,False,6,49,0,1,1460,1,-1,0
0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,1,False,True,False,3,47,235,2,136,2,203,1
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,True,False,False,6,56,186,2,108,4,-1,0
0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,3,False,True,False,8,52,4012,31,634,3,92,5
0,0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,2,False,True,False,3,64,588,8,409,1,-1,0
0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,3,False,True,False,4,57,2326,17,378,1,-1,0
0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3,False,True,False,5,33,891,8,398,2,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0,True,False,False,5,44,146,15,483,1,-1,0
0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,3,False,True,False,11,46,1448,17,292,1,-1,0
1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2,True,False,False,6,40,-754,3,941,3,-1,0
0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,2,False,True,False,11,34,0,17,63,2,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,True,False,False,5,37,3517,23,445,1,-1,0
0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2,False,True,False,8,49,1103,12,428,2,-1,0
0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,False,True,False,6,49,5887,2,181,3,293,2
1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2,False,True,False,5,22,344,18,347,1,-1,0
1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,3,False,True,False,11,32,999,20,50,1,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1,False,True,False,5,49,2146,7,1516,2,353,2
0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,False,True,False,5,23,2530,12,411,1,-1,0
1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2,True,False,False,5,32,0,7,255,2,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1,True,False,False,5,41,1618,14,1553,1,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0,True,False,False,5,53,1202,29,332,2,-1,0
0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2,False,True,False,9,29,3310,1,367,1,91,4
0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,3,True,False,False,6,39,610,20,241,2,-1,0
1,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,3,True,False,False,6,47,-478,3,27,6,-1,0
1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2,False,True,False,5,56,-40,15,311,1,368,2
1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1,False,True,False,5,48,222,11,127,2,369,1
1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,True,False,11,34,129,16,295,1,200,2
0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,False,True,False,2,60,106,24,137,1,187,4
1,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,2,True,False,False,5,52,137,30,84,3,-1,0
0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2,False,True,False,2,33,0,4,264,1,-1,0
0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,3,False,True,False,4,36,1291,30,195,1,86,1
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2,False,True,False,5,37,288,5,159,6,-1,0
0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,False,True,False,7,50,176,29,155,2,-1,0
1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,3,False,True,False,10,33,131,12,209,3,427,2
0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,False,True,False,2,28,1246,4,239,2,-1,0
0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2,False,False,True,7,48,339,14,123,4,-1,0
1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,True,False,False,6,22,967,4,525,1,-1,0
0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,False,True,False,8,43,2952,3,417,2,95,1
1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,3,False,True,False,8,38,508,12,1103,2,-1,0
0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,3,False,True,False,2,65,2416,17,221,2,-1,0
0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,3,False,True,False,8,36,1189,17,220,1,-1,0
0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,False,True,False,7,44,1305,30,72,4,-1,0
1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1,False,False,True,7,47,2793,25,102,4,-1,0
1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2,True,False,False,5,32,401,15,294,2,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1,True,False,False,5,41,1618,14,1553,1,-1,0
0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,False,True,False,2,60,106,24,137,1,187,4
1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2,True,False,False,5,46,36,16,250,1,-1,0
0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,3,True,False,False,6,35,68,6,1085,1,-1,0
0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,False,True,False,8,54,1059,29,73,8,-1,0
0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,3,False,True,False,9,46,624,17,336,2,183,2
0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,3,True,False,False,6,58,853,5,1149,2,-1,0
0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2,False,True,False,5,37,655,13,272,1,342,2
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2,False,True,False,5,31,17,12,296,1,-1,0
0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,3,False,True,False,2,31,168,4,193,2,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2,False,False,True,5,36,0,8,91,2,170,2
0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,2,False,True,False,5,31,2616,21,374,1,185,2
0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,False,True,False,8,60,631,12,429,2,-1,0
1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,False,True,False,4,33,0,14,535,3,328,1
0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,3,False,True,False,5,26,567,25,421,1,-1,0
0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2,False,True,False,2,59,116,11,268,1,183,7
0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,False,True,False,3,59,315,2,591,1,176,2
0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,3,False,True,False,8,49,2209,18,307,1,-1,0
1,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,3,True,False,False,1,51,363,7,7,1,-1,0
0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,False,True,False,9,32,995,3,331,1,99,2
0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,False,True,False,10,62,7458,30,212,2,-1,0
1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2,False,True,False,3,55,0,2,116,1,-1,0
0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,False,True,False,12,33,1808,28,250,3,-1,0
1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2,False,True,False,1,44,2776,27,701,1,-1,0
0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,False,True,False,4,35,8,23,93,3,-1,0
1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,True,False,False,6,32,328,26,271,1,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,True,False,False,5,30,392,19,351,1,-1,0
1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,3,True,False,False,5,29,1185,26,536,1,-1,0
0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,False,True,False,8,35,3481,13,388,3,-1,0
0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,False,True,False,8,47,0,21,374,1,-1,0
1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2,True,False,False,5,34,1270,21,494,3,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2,False,True,False,5,26,311,7,798,2,-1,0
1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2,False,True,False,5,37,393,8,348,4,350,2
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2,False,True,False,2,29,336,4,197,1,-1,0
0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2,False,True,False,10,61,2917,6,215,1,-1,0
0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,3,True,False,False,5,35,592,14,192,1,-1,0
0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,False,True,False,7,50,558,9,464,1,683,6
1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,3,False,True,False,3,29,874,16,231,1,181,2
1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,True,False,False,6,26,-45,4,357,2,-1,0
1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2,True,False,False,5,25,-61,21,203,2,-1,0
1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,2,True,False,False,5,24,82,5,204,2,-1,0
1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,False,True,False,7,34,1655,28,49,2,-1,0
0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,False,True,False,7,57,1741,24,449,2,-1,0
0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2,False,False,True,7,56,0,31,45,2,-1,0
1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,2,False,True,False,5,49,0,26,223,1,-1,0
0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,False,True,False,11,33,195,16,984,5,-1,0
1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,False,True,False,1,49,1093,12,243,2,91,2
1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2,False,True,False,8,42,994,11,149,1,78,5
1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,3,True,False,False,5,27,12956,29,789,3,-1,0
1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2,True,False,False,5,60,2077,14,163,1,-1,0
1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1,True,False,False,5,47,4151,14,114,1,-1,0
0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1,False,True,False,1,46,589,29,200,2,-1,0
1,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,3,False,True,False,5,33,219,13,93,1,301,1
1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2,False,True,False,7,46,271,30,1013,29,-1,0
0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,False,True,False,8,59,2192,12,365,2,-1,0
0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,2,False,True,False,8,39,1104,7,395,2,-1,0
0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,3,False,True,False,8,57,842,13,284,3,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0,False,True,False,7,37,897,7,339,2,-1,0
0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2,True,False,False,6,37,5818,17,652,2,-1,0
0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,3,False,True,False,2,44,3850,3,130,2,-1,0
0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,3,False,True,False,9,31,4951,17,285,3,81,3
